"","V2","V3","V4","V5","V6","V7"
"Lysinimicrobium_sp_NBRC_109392","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Lysinimicrobium"
"Lysinimicrobium_sp_NBRC_109399","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Lysinimicrobium"
"Lysinimicrobium_sp_NBRC_109390","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Lysinimicrobium"
"Lysinimicrobium_sp_NBRC_109396","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Lysinimicrobium"
"Lysinimicrobium_sp_NBRC_109393","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Lysinimicrobium"
"Lysinimicrobium_sp_NBRC_110050","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Lysinimicrobium"
"Lysinimicrobium_sp_NBRC_110048","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Lysinimicrobium"
"Georgenia_sp_SUBG003","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia"
"Candidatus_Microthrix_parvicella","Bacteria","Actinobacteria","Actinobacteria","","","Candidatus_Microthrix"
"Actinobacteria_bacterium_UC5_1_1B11","Bacteria","Actinobacteria","Actinobacteria","","",""
"Actinobacteria_bacterium_UC5_1_1C2","Bacteria","Actinobacteria","Actinobacteria","","",""
"marine_actinobacterium_MedAcidi_G2B","Bacteria","Actinobacteria","Actinobacteria","","",""
"Actinospica_acidiphila","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Actinospicaceae","Actinospica"
"Actinomyces_sp_oral_taxon_172","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_S6_Spd3","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_graevenitzii","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_ICM47","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_turicensis","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_HPA0247","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_vaccimaxillae","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_ICM54","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_massiliensis","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_oral_taxon_877","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_meyeri","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_odontolyticus","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_georgiae","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_ph3","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_oral_taxon_170","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_cardiffensis","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_naeslundii","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_johnsonii","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_viscosus","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_oral_taxon_171","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_oris","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_ICM39","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_oral_taxon_175","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_urogenitalis","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_oral_taxon_180","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_oral_taxon_178","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Actinomyces_sp_oral_taxon_448","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Mobiluncus_curtisii","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"Mobiluncus_mulieris","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"Varibaculum_cambriense","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Varibaculum"
"Trueperella_pyogenes","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Trueperella"
"Actinotignum_schaalii","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinotignum"
"Actinobaculum_sp_oral_taxon_183","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum"
"Aeromicrobium_massiliense","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"Nocardioides_sp_JGI_0001009_J09","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Mumia_flava","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Mumia"
"Propionimicrobium_lymphophilum","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionimicrobium"
"Propionibacterium_sp_DORA_15","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium"
"Propionibacterium_avidum","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium"
"Propionibacterium_freudenreichii","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium"
"Propionibacterium_acidipropionici","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium"
"Frankia_sp_AvcI1","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"Jiangella_alkaliphila","Bacteria","Actinobacteria","Actinobacteria","Jiangellales","Jiangellaceae","Jiangella"
"Nakamurella_multipartita","Bacteria","Actinobacteria","Actinobacteria","Nakamurellales","Nakamurellaceae","Nakamurella"
"Collinsella_sp_4_8_47FAA","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Collinsella_sp_CAG_289","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Collinsella_sp_MS5","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Collinsella_aerofaciens","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Collinsella_sp_CAG_166","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Collinsella_stercoris","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Collinsella_tanakaei","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Collinsella_intestinalis","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Collinsella_sp_GD3","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
